TransactionID,Date,CustomerID,CustomerName,Branch,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
TXN103712,2025-07-08,CUST1057,Neha Karki,Kathmandu - New Road,Grocery,Red Lentil (Masoor Dal) 1kg,4,300.4,1201.6,Bank Transfer
TXN101262,2025-07-27,CUST1004,Rajesh Adhikari,Kathmandu - Kupondole,Bakery,Butter Cookies,3,329.04,987.12,eSewa
TXN101783,2025-10-02,CUST1088,Deepak Lama,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,3,296.97,890.91,Bank Transfer
TXN101944,2025-08-25,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,3,305.72,917.16,Cash
TXN105697,2025-09-07,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Electronics,Extension Board,2,913.71,1827.42,Khalti
TXN100897,2025-08-20,CUST1055,Rohit Poudel,Biratnagar - Main Road,Personal Care,Head & Shoulders Shampoo,1,540.09,540.09,Debit/Credit Card
TXN101255,2025-08-20,CUST1128,Milan Karki,Kathmandu - New Road,Electronics,Bluetooth Earphones,2,1295.4,2590.8,Cash
TXN103127,2025-09-18,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Beverages,Real Juice 1L,1,258.35,258.35,Cash
TXN105336,2025-09-24,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Apparel,Formal Shirt,2,1148.38,2296.76,Debit/Credit Card
TXN101195,2025-06-17,CUST1136,Bikash Gurung,Kathmandu - Kupondole,Personal Care,Dove Soap,4,524.1,2096.4,Cash
TXN101429,2025-06-18,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Grocery,Salt 1kg,4,247.9,991.6,Debit/Credit Card
TXN102156,2025-08-26,CUST1057,Neha Karki,Kathmandu - New Road,Electronics,Wall Clock,2,3125.29,6250.58,Khalti
TXN100928,2025-04-28,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Electronics,Bluetooth Earphones,2,3276.72,6553.44,Khalti
TXN104079,2025-10-06,CUST1054,Sujan Poudel,Kathmandu - Kupondole,,Nescafe Coffee 100g,1,268.32,268.32,eSewa
TXN104198,2025-09-06,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Personal Care,Dove Soap,2,472.14,944.28,eSewa
TXN102487,2025-04-08,CUST1149,Sarita Poudel,Kathmandu - New Road,Grocery,Red Lentil (Masoor Dal) 1kg,2,387.56,775.12,Khalti
TXN101562,2025-08-25,CUST1009,Sushma Rai,Kathmandu - New Road,Personal Care,Nivea Body Lotion,1,631.57,631.57,Cash
TXN100855,2025-04-10,CUST1009,Sushma Rai,Kathmandu - New Road,Grocery,Mustard Oil 1L,2,379.31,758.62,Khalti
TXN104696,2025-04-20,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Grocery,Wheat Flour 5kg,1,310.42,310.42,Khalti
TXN102892,2025-09-06,CUST1005,Milan Lama,Butwal - Traffic Chowk,Bakery,Chocolate Cake Slice,2,144.0,288.0,Cash
TXN103799,2025-11-02,CUST1103,Rohit Thapa,Butwal - Traffic Chowk,Bakery,Butter Cookies,4,241.57,966.28,Bank Transfer
TXN104652,2025-05-17,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Electronics,Extension Board,3,3210.56,9631.68,Khalti
TXN101343,2025-11-01,CUST1014,Neha Basnet,Kathmandu - Kupondole,Grocery,Wai Wai Noodles (pack),1,377.5,377.5,eSewa
TXN100628,2025-09-13,CUST1077,Prakash Basnet,Kathmandu - Kupondole,Personal Care,Colgate Toothpaste,1,351.74,351.74,eSewa
TXN101760,2025-10-18,CUST1095,Neha Khadka,Pokhara - Lakeside,Grocery,Mustard Oil 1L,2,282.95,565.9,Cash
TXN103560,2025-11-22,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Beverages,Real Juice 1L,2,112.17,224.34,eSewa
TXN102392,2025-04-10,CUST1080,Sandip Basnet,Biratnagar - Main Road,Grocery,Red Lentil (Masoor Dal) 1kg,3,596.26,1788.78,Khalti
TXN100346,2025-11-11,CUST1005,Milan Lama,Butwal - Traffic Chowk,Household,Surf Excel 1kg,2,880.78,1761.56,eSewa
TXN101670,2025-05-13,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Personal Care,Dove Soap,3,636.65,1909.95,Khalti
TXN101552,2025-09-14,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Bakery,Sliced Bread,1,299.21,299.21,Cash
TXN103091,2025-04-30,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Grocery,Sugar 1kg,4,184.02,736.08,Cash
TXN104190,2025-12-17,CUST1052,,Lalitpur - Pulchowk,Grocery,Wai Wai Noodles (pack),1,839.63,839.63,eSewa
TXN102850,2025-11-21,CUST1038,Anita Magar,Bhaktapur - Suryabinayak,Household,Vim Dishwash Bar,1,138.35,138.35,Khalti
TXN103958,2025-01-19,CUST1057,Neha Karki,Kathmandu - New Road,Apparel,Formal Shirt,4,890.11,3560.44,Debit/Credit Card
TXN102009,2025-10-21,CUST1039,Sabina Thapa,Bhaktapur - Suryabinayak,Bakery,Butter Cookies,3,,564.03,Debit/Credit Card
TXN101376,2025-08-18,CUST1034,Kritika Tamang,Butwal - Traffic Chowk,Electronics,Wall Clock,1,359.87,359.87,Cash
TXN105882,2025-10-19,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Personal Care,Colgate Toothpaste,4,381.7,1526.8,eSewa
TXN100927,2025-10-04,CUST1061,Bikash Shrestha,Bhaktapur - Suryabinayak,Apparel,Formal Shirt,4,1288.91,5155.64,Debit/Credit Card
TXN101333,2025-12-07,CUST1056,Alina Shrestha,Kathmandu - New Road,Beverages,Nescafe Coffee 100g,1,132.07,132.07,Cash
TXN102408,2025-10-04,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Grocery,Basmati Rice 5kg,2,390.93,781.86,Cash
TXN102854,2025-11-04,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Electronics,Extension Board,4,1556.45,6225.8,eSewa
TXN103743,2025-08-25,CUST1103,Rohit Thapa,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,1,301.92,301.92,Debit/Credit Card
TXN100387,2025-08-19,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Electronics,Power Bank 10000mAh,1,2381.55,2381.55,Cash
TXN102633,2025-12-20,CUST1070,Alina Rai,Kathmandu - Kupondole,Apparel,Formal Shirt,3,1867.07,5601.21,Khalti
TXN101473,2025-10-05,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Grocery,Basmati Rice 5kg,1,,234.54,eSewa
TXN100642,2025-10-19,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Beverages,Nescafe Coffee 100g,3,197.25,591.75,Khalti
TXN101255,2025-08-20,CUST1128,Milan Karki,Kathmandu - New Road,Electronics,USB Cable Type-C,1,1718.55,1718.55,eSewa
TXN104560,2025-09-21,CUST1110,Sushma Karki,Kathmandu - New Road,Beverages,Real Juice 1L,4,,1438.64,Khalti
TXN105876,2025-12-03,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Personal Care,Sanitary Pads Pack,1,516.73,516.73,Cash
TXN100225,2025-03-22,CUST1078,Bijay Magar,Kathmandu - Kupondole,Grocery,Sugar 1kg,3,289.43,868.29,Khalti
TXN103990,2025-05-28,CUST1108,Neha Karki,Kathmandu - New Road,Personal Care,Colgate Toothpaste,1,132.03,132.03,Cash
TXN100877,2025-03-22,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Dairy,Paneer 250g,2,61.47,122.94,eSewa
TXN101481,2025-12-08,CUST1038,Anita Magar,Bhaktapur - Suryabinayak,Bakery,Chocolate Cake Slice,2,222.58,445.16,Debit/Credit Card
TXN103203,2025-05-09,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Beverages,Tea Leaves (Ilam) 250g,3,412.42,1237.26,eSewa
TXN105873,2025-06-29,CUST1078,Bijay Magar,Kathmandu - Kupondole,Electronics,Bluetooth Earphones,3,1408.32,4224.96,Cash
TXN105263,2025-01-26,CUST1110,Sushma Karki,Kathmandu - New Road,Grocery,Salt 1kg,1,380.43,380.43,Cash
TXN104991,2025-04-30,CUST1009,Sushma Rai,Chitwan - Bharatpur,Apparel,Winter Jacket,3,1394.78,4184.34,eSewa
TXN102360,2025-05-31,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Grocery,Red Lentil (Masoor Dal) 1kg,3,828.32,2484.96,Khalti
TXN101798,2025-11-02,CUST1005,Milan Lama,Butwal - Traffic Chowk,Beverages,Nescafe Coffee 100g,2,173.31,346.62,Cash
TXN105794,2025-12-15,CUST1040,Puja Gurung,Butwal - Traffic Chowk,Electronics,Power Bank 10000mAh,4,2378.95,9515.8,Debit/Credit Card
TXN104433,2025-10-22,CUST1000,Rohit Gurung,Pokhara - Lakeside,Personal Care,Nivea Body Lotion,1,628.24,628.24,Cash
TXN101947,2025-10-11,CUST1004,Rajesh Adhikari,Kathmandu - Kupondole,Household,Harpic Toilet Cleaner,2,801.36,1602.72,Cash
TXN100061,2025-11-09,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Household,Surf Excel 1kg,1,1048.9,1048.9,Bank Transfer
TXN101542,2025-04-12,CUST1095,Neha Khadka,Pokhara - Lakeside,Household,Surf Excel 1kg,2,724.07,1448.14,eSewa
TXN101544,2025-09-19,CUST1009,Sushma Rai,Kathmandu - New Road,Dairy,Butter 200g,2,287.98,575.96,eSewa
TXN103713,2025-12-28,CUST1016,Neha Poudel,Chitwan - Bharatpur,Household,Harpic Toilet Cleaner,4,1183.14,4732.56,eSewa
TXN100832,2025-11-17,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,,Nescafe Coffee 100g,2,292.37,584.74,Khalti
TXN105125,2025-09-20,CUST1093,Aashish Magar,Bhaktapur - Suryabinayak,Beverages,Coca-Cola 1.5L,1,275.34,275.34,eSewa
TXN103748,2025-11-24,CUST1043,,Butwal - Traffic Chowk,Household,Surf Excel 1kg,4,503.45,2013.8,Cash
TXN103571,2025-09-01,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Bakery,Chocolate Cake Slice,4,89.47,357.88,eSewa
TXN101186,2025-09-30,CUST1076,Bikash Shrestha,Pokhara - Lakeside,Dairy,Butter 200g,1,91.56,91.56,eSewa
TXN100860,2025-11-03,CUST1032,Deepak Khadka,Butwal - Traffic Chowk,Bakery,Butter Cookies,3,194.5,583.5,Debit/Credit Card
TXN103523,2025-01-16,CUST1041,Sushma Bhattarai,Bhaktapur - Suryabinayak,Grocery,Sugar 1kg,1,384.21,384.21,Khalti
TXN104691,2025-11-30,CUST1149,Sarita Poudel,Chitwan - Bharatpur,Apparel,Socks (3-pair pack),4,1033.64,4134.56,Debit/Credit Card
TXN101395,2025-10-09,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Apparel,Socks (3-pair pack),4,410.03,1640.12,eSewa
TXN100040,2025-02-18,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Household,LED Bulb 9W,2,1086.65,2173.3,Cash
TXN103081,2025-12-31,CUST1110,Sushma Karki,Kathmandu - New Road,Grocery,Red Lentil (Masoor Dal) 1kg,3,894.09,2682.27,Khalti
TXN104761,2025-09-29,CUST1070,Alina Rai,Kathmandu - Kupondole,Dairy,Paneer 250g,4,,1176.24,eSewa
TXN100295,2025-08-14,CUST1014,Neha Basnet,Kathmandu - Kupondole,Dairy,DDC Milk 1L,3,337.81,1013.43,eSewa
TXN101789,2025-09-03,CUST1040,Puja Gurung,Butwal - Traffic Chowk,Household,Surf Excel 1kg,4,731.71,2926.84,Khalti
TXN101252,2025-01-09,CUST1005,Milan Lama,Butwal - Traffic Chowk,Dairy,Nimbus Cheese Slices,1,134.65,134.65,Khalti
TXN105554,2025-04-21,CUST1010,Anita Karki,Chitwan - Bharatpur,Bakery,Butter Cookies,4,103.61,414.44,Cash
TXN103558,2025-07-28,CUST1149,Sarita Poudel,Pokhara - Lakeside,Grocery,Wai Wai Noodles (pack),4,736.91,2947.64,Cash
TXN101232,2025-06-15,CUST1056,Alina Shrestha,Kathmandu - New Road,Household,Vim Dishwash Bar,1,316.71,316.71,eSewa
TXN102027,2025-09-02,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Household,LED Bulb 9W,4,349.31,1397.24,Cash
TXN103662,2025-04-22,CUST1127,Sunita Adhikari,Kathmandu - New Road,Beverages,Real Juice 1L,2,242.77,485.54,Khalti
TXN101669,2025-10-27,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Grocery,Salt 1kg,1,405.39,405.39,Cash
TXN104927,2025-09-03,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Personal Care,Dove Soap,4,305.04,1220.16,Khalti
TXN105052,2025-09-20,CUST1046,Sarita Karki,Lalitpur - Pulchowk,Grocery,Sugar 1kg,1,637.52,637.52,eSewa
TXN102194,2025-10-25,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Bakery,Chocolate Cake Slice,2,50.78,101.56,Bank Transfer
TXN102159,2025-07-01,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Beverages,Real Juice 1L,2,236.94,473.88,eSewa
TXN104629,2025-09-17,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Personal Care,Head & Shoulders Shampoo,3,314.15,942.45,Debit/Credit Card
TXN105746,2025-04-14,CUST1067,Anita Shrestha,Kathmandu - Kupondole,Electronics,Power Bank 10000mAh,4,1892.61,7570.44,Debit/Credit Card
TXN102709,2025-08-02,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Apparel,Cotton T-Shirt,4,718.96,2875.84,Cash
TXN103244,2025-06-24,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Household,Steel Lunch Box,3,212.22,636.66,eSewa
TXN104350,2025-07-27,CUST1050,Manisha Rai,Pokhara - Lakeside,Household,Surf Excel 1kg,2,764.22,1528.44,eSewa
TXN103417,2025-10-09,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Personal Care,Head & Shoulders Shampoo,1,511.4,511.4,eSewa
TXN102148,2025-10-05,CUST1149,,Butwal - Traffic Chowk,Bakery,Sliced Bread,1,155.47,155.47,Cash
TXN100098,2025-01-25,CUST1049,Sarita Bhattarai,Pokhara - Lakeside,Dairy,Paneer 250g,4,256.85,1027.4,eSewa
TXN105130,2025-11-15,CUST1145,Manisha Adhikari,Biratnagar - Main Road,Electronics,Extension Board,2,1864.91,3729.82,Cash
TXN102396,2025-11-13,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Personal Care,Dove Soap,1,353.28,353.28,Cash
TXN101074,2025-12-02,CUST1010,Anita Karki,Chitwan - Bharatpur,Grocery,Wheat Flour 5kg,2,895.23,1790.46,Cash
TXN102585,2025-11-30,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Household,Surf Excel 1kg,1,508.47,508.47,eSewa
TXN105459,2025-02-15,CUST1011,Neha Magar,Lalitpur - Pulchowk,Grocery,Sugar 1kg,2,866.79,1733.58,Khalti
TXN102232,2025-10-02,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Personal Care,Head & Shoulders Shampoo,4,341.52,1366.08,Khalti
TXN104674,2025-04-21,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Dairy,Yogurt (Dahi) 500g,1,80.8,80.8,Cash
TXN101855,2025-10-27,CUST1045,Sunita Magar,Kathmandu - Kupondole,Apparel,Socks (3-pair pack),2,1551.04,3102.08,Bank Transfer
TXN101636,2025-10-28,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Personal Care,Head & Shoulders Shampoo,4,422.56,1690.24,Cash
TXN103719,2025-06-06,CUST1009,Sushma Rai,Kathmandu - New Road,Household,Steel Lunch Box,3,125.59,376.77,Debit/Credit Card
TXN104566,2025-01-24,CUST1070,Alina Rai,Kathmandu - Kupondole,Apparel,Cotton T-Shirt,1,700.02,700.02,Cash
TXN104032,2025-08-20,CUST1032,Deepak Khadka,Butwal - Traffic Chowk,Electronics,Bluetooth Earphones,3,2439.43,7318.29,Khalti
TXN105888,2025-03-16,CUST1057,Neha Karki,Kathmandu - New Road,Dairy,Butter 200g,3,292.72,878.16,Cash
TXN100258,2025-04-18,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Personal Care,Head & Shoulders Shampoo,2,336.48,672.96,Cash
TXN105647,2025-11-21,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Personal Care,Colgate Toothpaste,1,273.55,273.55,Khalti
TXN101515,2025-09-29,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Personal Care,Nivea Body Lotion,2,625.72,1251.44,Khalti
TXN101726,2025-11-27,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Grocery,Wai Wai Noodles (pack),3,225.54,676.62,Cash
TXN105819,2025-04-15,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Grocery,Wai Wai Noodles (pack),1,236.36,236.36,Cash
TXN102507,2025-10-17,CUST1009,Sushma Rai,Kathmandu - New Road,Dairy,Yogurt (Dahi) 500g,1,230.96,230.96,eSewa
TXN104104,2025-06-27,CUST1106,Prakash Shrestha,Lalitpur - Pulchowk,Household,Surf Excel 1kg,4,994.09,3976.36,Cash
TXN101916,2025-05-01,CUST1025,Kiran Poudel,Biratnagar - Main Road,Beverages,Gorkha Beer (6-pack),3,460.43,1381.29,
TXN103489,2025-05-05,CUST1102,Sandip Tamang,Butwal - Traffic Chowk,Bakery,Sliced Bread,4,345.47,1381.88,Cash
TXN105668,2025-07-25,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Dairy,Butter 200g,3,280.96,842.88,eSewa
TXN101694,2025-10-17,CUST1010,Anita Karki,Chitwan - Bharatpur,Dairy,Butter 200g,1,87.59,87.59,Cash
TXN104675,2025-06-12,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Beverages,Real Juice 1L,4,343.06,1372.24,Cash
TXN102571,2025-06-22,CUST1005,Milan Lama,Butwal - Traffic Chowk,Apparel,Winter Jacket,2,1464.01,2928.02,Cash
TXN101947,2025-10-11,CUST1004,Rajesh Adhikari,Kathmandu - Kupondole,Grocery,Mustard Oil 1L,4,267.46,1069.84,eSewa
TXN101522,2025-04-27,CUST1057,Neha Karki,Kathmandu - New Road,Grocery,Wheat Flour 5kg,4,596.74,2386.96,Cash
TXN101590,2025-05-19,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Dairy,Nimbus Cheese Slices,4,232.93,931.72,Cash
TXN100654,2025-03-13,CUST1061,Bikash Shrestha,Bhaktapur - Suryabinayak,Beverages,Coca-Cola 1.5L,3,380.4,1141.2,eSewa
TXN103505,2025-11-26,CUST1014,Neha Basnet,Kathmandu - Kupondole,Household,Surf Excel 1kg,1,370.45,370.45,eSewa
TXN104683,2025-11-27,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Beverages,Real Juice 1L,2,440.53,881.06,Cash
TXN101667,2025-11-08,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Grocery,Red Lentil (Masoor Dal) 1kg,1,238.87,238.87,Cash
TXN105151,2025-05-02,CUST1077,Prakash Basnet,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,1,318.66,318.66,Khalti
TXN102183,2025-03-09,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Household,Vim Dishwash Bar,1,762.85,762.85,eSewa
TXN101685,2025-09-17,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Electronics,Bluetooth Earphones,3,1411.97,4235.91,eSewa
TXN100683,2025-08-31,CUST1080,Sandip Basnet,Chitwan - Bharatpur,Personal Care,Head & Shoulders Shampoo,1,300.08,300.08,Khalti
TXN102502,2025-04-26,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Apparel,Kids Frock,1,2671.99,2671.99,eSewa
TXN102276,2025-09-05,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Beverages,Nescafe Coffee 100g,2,377.11,754.22,Khalti
TXN101552,2025-09-14,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Bakery,Chocolate Cake Slice,4,116.85,467.4,Cash
TXN100122,2025-10-05,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Grocery,Sugar 1kg,1,178.47,178.47,Khalti
TXN100774,2025-01-03,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Dairy,Yogurt (Dahi) 500g,1,255.95,255.95,Cash
TXN101075,2025-10-12,CUST1013,Kiran Shrestha,Pokhara - Lakeside,Apparel,Cotton T-Shirt,1,2667.93,2667.93,Debit/Credit Card
TXN101924,2025-10-24,CUST1059,Rajesh Shrestha,Pokhara - Lakeside,Apparel,Socks (3-pair pack),2,1205.67,2411.34,Debit/Credit Card
TXN103204,2025-11-24,CUST1139,Sabnam Adhikari,Bhaktapur - Suryabinayak,Electronics,Bluetooth Earphones,1,1375.98,1375.98,Cash
TXN102943,2025-10-05,CUST1044,Puja Magar,Butwal - Traffic Chowk,Dairy,Yogurt (Dahi) 500g,1,166.4,166.4,eSewa
TXN102923,2025-01-22,CUST1044,Puja Magar,Chitwan - Bharatpur,Household,Harpic Toilet Cleaner,4,246.17,984.68,Khalti
TXN103383,2025-03-02,CUST1058,Alina Lama,Butwal - Traffic Chowk,Beverages,Tea Leaves (Ilam) 250g,3,449.54,1348.62,Cash
TXN102876,2025-10-15,CUST1020,Deepak Magar,Kathmandu - New Road,Grocery,Red Lentil (Masoor Dal) 1kg,3,860.64,2581.92,Debit/Credit Card
TXN100278,2025-02-12,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Household,Vim Dishwash Bar,2,896.38,1792.76,eSewa
TXN103038,2025-09-02,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Personal Care,Dove Soap,1,573.78,573.78,Cash
TXN100990,2025-09-15,CUST1046,Sarita Karki,Kathmandu - New Road,Beverages,Nescafe Coffee 100g,1,223.75,223.75,eSewa
TXN101041,2025-08-18,CUST1010,Anita Karki,Chitwan - Bharatpur,Beverages,Real Juice 1L,4,97.82,391.28,Cash
TXN101044,2025-04-23,CUST1081,Puja Khadka,Lalitpur - Pulchowk,Grocery,Sugar 1kg,1,691.17,691.17,Debit/Credit Card
TXN103330,2025-12-21,CUST1070,Alina Rai,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,1,462.27,462.27,eSewa
TXN103653,2025-05-16,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Beverages,Real Juice 1L,3,245.02,735.06,Khalti
TXN101603,2025-02-02,CUST1086,Prakash Adhikari,Kathmandu - Kupondole,Beverages,Nescafe Coffee 100g,1,343.68,343.68,Khalti
TXN105717,2025-10-08,CUST1027,,Kathmandu - New Road,Grocery,Basmati Rice 5kg,1,220.95,220.95,eSewa
TXN100591,2025-05-05,CUST1014,Neha Basnet,Kathmandu - Kupondole,Apparel,Winter Jacket,3,1815.0,5445.0,Bank Transfer
TXN102352,2025-10-17,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Electronics,USB Cable Type-C,1,1707.05,1707.05,Cash
TXN102454,2025-05-24,CUST1110,Sushma Karki,Pokhara - Lakeside,Bakery,Khari Biscuit Pack,2,295.61,591.22,eSewa
TXN102928,2025-04-27,CUST1046,Sarita Karki,Lalitpur - Pulchowk,Bakery,Chocolate Cake Slice,3,129.46,388.38,eSewa
TXN105536,2025-04-03,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Beverages,Coca-Cola 1.5L,1,255.54,255.54,Cash
TXN104908,2025-04-03,CUST1022,Bijay Gurung,Kathmandu - Kupondole,Personal Care,Nivea Body Lotion,4,437.75,1751.0,Khalti
TXN105320,2025-02-19,CUST1041,Sushma Bhattarai,Lalitpur - Pulchowk,Grocery,Wai Wai Noodles (pack),3,246.09,738.27,Khalti
TXN105339,2025-04-22,CUST1131,Sabnam Maharjan,Kathmandu - New Road,Apparel,Cotton T-Shirt,4,2031.32,8125.28,Cash
TXN102967,2025-09-23,CUST1019,Sarita Magar,Kathmandu - Kupondole,Household,Surf Excel 1kg,4,,1239.88,Cash
TXN100869,2025-03-10,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Personal Care,Dove Soap,1,266.55,266.55,eSewa
TXN101344,2025-11-11,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Beverages,Nescafe Coffee 100g,4,116.45,465.8,Bank Transfer
TXN101673,2025-02-27,CUST1057,Neha Karki,Kathmandu - New Road,Electronics,Extension Board,2,2612.22,5224.44,Khalti
TXN105531,2025-09-14,CUST1078,Bijay Magar,Kathmandu - Kupondole,,Paneer 250g,1,132.52,132.52,Bank Transfer
TXN104650,2025-03-31,CUST1046,Sarita Karki,Lalitpur - Pulchowk,Personal Care,Colgate Toothpaste,4,295.75,1183.0,eSewa
TXN102104,2025-09-06,CUST1046,Sarita Karki,Lalitpur - Pulchowk,Personal Care,Dove Soap,2,324.67,649.34,eSewa
TXN101801,2025-09-28,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Electronics,Power Bank 10000mAh,4,1961.68,7846.72,Cash
TXN100522,2025-05-11,CUST1121,Sushma Adhikari,Pokhara - Lakeside,,Sanitary Pads Pack,1,455.76,455.76,Khalti
TXN104367,2025-12-02,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Household,LED Bulb 9W,2,563.03,1126.06,Cash
TXN100876,2025-10-31,CUST1019,Sarita Magar,Kathmandu - Kupondole,Dairy,Nimbus Cheese Slices,4,81.75,327.0,
TXN104934,2025-09-25,CUST1149,Sarita Poudel,Pokhara - Lakeside,Dairy,DDC Milk 1L,4,296.45,1185.8,eSewa
TXN103616,2025-10-25,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Household,LED Bulb 9W,3,729.22,2187.66,eSewa
TXN103131,2025-12-15,CUST1014,Neha Basnet,Kathmandu - Kupondole,Personal Care,Sanitary Pads Pack,1,150.37,150.37,Cash
TXN104742,2025-08-10,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Grocery,Salt 1kg,2,796.12,1592.24,Cash
TXN102737,2025-09-04,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Grocery,Wheat Flour 5kg,4,555.73,2222.92,Khalti
TXN102070,2025-10-22,CUST1057,Neha Karki,Kathmandu - New Road,Apparel,Winter Jacket,1,523.2,523.2,
TXN104807,2025-05-28,CUST1038,Anita Magar,Bhaktapur - Suryabinayak,Grocery,Wai Wai Noodles (pack),2,564.24,1128.48,Khalti
TXN105689,2025-05-17,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Dairy,DDC Milk 1L,2,60.97,121.94,Cash
TXN100151,2025-11-21,CUST1066,Kritika Khadka,Chitwan - Bharatpur,Grocery,Wai Wai Noodles (pack),1,203.11,203.11,eSewa
TXN104956,2025-10-17,CUST1091,Rajesh Thapa,Pokhara - Lakeside,Electronics,Wall Clock,4,3300.11,13200.44,Khalti
TXN102209,2025-05-08,CUST1123,Sujan Tamang,Kathmandu - New Road,Electronics,Power Bank 10000mAh,1,2471.96,2471.96,eSewa
TXN100405,2025-05-21,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Bakery,Chocolate Cake Slice,2,87.93,175.86,Cash
TXN105992,2025-03-22,CUST1101,Sabnam Bhattarai,Kathmandu - New Road,Apparel,Winter Jacket,3,1081.15,3243.45,eSewa
TXN102763,2025-02-17,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Electronics,Bluetooth Earphones,4,797.01,3188.04,Bank Transfer
TXN105177,2025-05-12,CUST1072,Kritika Thapa,Biratnagar - Main Road,Beverages,Nescafe Coffee 100g,4,394.37,1577.48,Cash
